Date,Season #,Path order,Season Year,City,State,Latitude,Longitude,Venue Name,Concert Type,Repertoire,Assisting Artists,Institutional Affiliation and Notes
12/22/1873,17,30,1873-74,Pittsfield,MA,42.450085,-73.245382,,Lyceum Circuit,,"Edith Abell, Tom Karl, J.R. Thomas, Auguste Sauret",
12/23/1873,17,31,1873-74,Westfield,MA,42.125093,-72.749538,,Lyceum Circuit,,"Edith Abell, Tom Karl, J.R. Thomas, Auguste Sauret",
12/29/1873,17,32,1873-74,Middletown,CT,41.445927,-74.422934,McDonough Hall,Lyceum Circuit,"Ernst, Rondo Papageno Op. 20; Paganini, Witches Dance, Op. 8","Edith Abell, Tom Karl, J.R. Thomas, Auguste Sauret",
12/30/1873,17,33,1873-74,Meriden,CT,41.538154,-72.807043,,Lyceum Circuit,,"Edith Abell, Tom Karl, J.R. Thomas, Auguste Sauret",
1/1/1874,17,34,1873-74,Newport,RI,41.490102,-71.312829,,Lyceum Circuit,,"Edith Abell, Tom Karl, J.R. Thomas, Auguste Sauret",
1/6/1874,17,35,1873-74,Fall River,MA,41.701491,-71.155045,,Lyceum Circuit,,"Edith Abell, Tom Karl, J.R. Thomas, Auguste Sauret",
1/5/1874,17,36,1873-74,Fitchburg,MA,42.583423,-71.802296,,Lyceum Circuit,,"Edith Abell, Tom Karl, J.R. Thomas, Auguste Sauret",
1/8/1874,17,37,1873-74,Middlebury,VT,44.015329,-73.167351,Academy Hall,Lyceum Circuit,,"Edith Abell, Tom Karl, J.R. Thomas, Auguste Sauret",
1/9/1874,17,38,1873-74,Burlington,VT,44.475883,-73.212072,Burlington City Hall,Lyceum Circuit,,"Edith Abell, Tom Karl, J.R. Thomas, Auguste Sauret",
1/13/1874,17,39,1873-74,Montpelier,VT,44.475883,-73.212072,,Lyceum Circuit,,"Edith Abell, Tom Karl, J.R. Thomas, Auguste Sauret",
1/21/1874,17,40,1873-74,Providence,RI,41.824286,-71.41254,Providence Music Hall,Variety,,"Mr. D.W. Reeves, Mr. Edward Hoffman, Brown & Reeves' Full Orchestra",
2/23/1874,17,41,1873-74,Boston,MA,42.358562,-71.05833,Horticultural Hall,Chamber Music,"Joachim Raff, Piano Trio in C minor; Schubert Death and the Maiden; Mozart Violin Sonata No. 3 in F;","B.J. Lang, Messrs Schultze, Ryan, Henngi",Boston Concerts Classiques
2/26/1874,17,42,1873-74,Boston,MA,42.358562,-71.05833,Horticultural Hall,Orchestral,"Mozart, Violin Concerto No. 4 in D Major",Carl Zerrahn,Harvard Musical Association
3/2/1874,17,43,1873-74,Boston,MA,42.358562,-71.05833,Horticultural Hall,Chamber Music,"Beethoven, String Quartet No.7, Op.59 No.1; Schuman piano quintet; Dussek, Violin Sonata, Op. 69, No. 1",,Boston Concerts Classiques
3/9/1874,17,44,1873-74,Boston,MA,42.358562,-71.05833,Horticultural Hall,Chamber Music,"Hayden, String Quartet in E flat major, Op. 64, No.  6; Beethoven, Violin Sonata No. 5, Op. 24  Spring ; Schubert, piano trio op. 99",,Boston Concerts Classiques
4/11/1874,17,45,1873-74,Boston,MA,42.358562,-71.05833,Boston Music Hall,Variety,Not performing,Patrick Gilmore's 22nd Regiment Band, Camilla Urso Concerts  Unable to perform due to hand burn
4/12/1874,17,46,1873-74,Boston,MA,42.358562,-71.05833,Boston Music Hall,Variety,Not performing,Patrick Gilmore's 22nd Regiment Band,Name advertised but not performing due to kerosine hand burn
5/25/1874,17,47,1873-74,Boston,MA,42.358562,-71.05833,Horticultural Hall,Chamber Music,"Beethoven. String Quartet No.10 in E♭ major, Op.74  Harp ; Joachim Raff, violin sonata op. 78; Mendelssohn Piano Trio No. 2 in C minor, Op. 66","S.B. Mills, J.C. Mullaly, Wulf Fries, J.F. Rudolphsen, Auguste Sauret",Boston Concerts Classiques
9/24/1874,18,1,1874-75,Providence,RI,41.824286,-71.41254,Providence Music Hall,Variety,,"Annie Louise Cary, Mrs. H.M. Smith, M.W. Whitney, W.H. Fessenden, Temple Quartet of Boston",Franklin Lyceum Entertainments
9/30/1874,18,2,1874-75,Boston,MA,42.358562,-71.05833,Kennedy Hall,Chamber Music,"Beethoven, Kreutzer Sonata","Howard M. Dow, Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",Boston Highlands Lecture Course
10/5/1874,18,3,1874-75,Boston,MA,42.358562,-71.05833,Beethoven Hall,Chamber Music,"Beethoven, String Quintet in C Major, Op. 29; Beethoven, Violin Sonata No. 5, Op. 24  Spring; Beethoven, Romance in F Major, Op. 50","Sophia Dowland, Charlotte Cushman, Madeline Schiller, Temple Quartet, Beethoven Quintette Club",Concert commerating the opening of Beethoven Hall
10/14/1874,18,4,1874-75,Manchester,NH,42.99104,-71.463078,,Lyceum Circuit,,"Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",
10/20/1874,18,5,1874-75,Hartford,CT,41.763711,-72.685093,Hartford Opera House,Lyceum Circuit,"Rust, Introduction and Gavotte; Dussek, Violin Sonata, Op. 69, No. 1; Leclair, Violin Sonata in D major, Op.9 No.3 Tombeau, Sarabande et Tambourin; Dussek, Sonata for Violin and Piano, Op. 69, No. 1","Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",
10/26/1874,18,6,1874-75,Brattleboro,VT,42.850915,-72.557868,,Lyceum Circuit,,"Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",
10/29/1874,18,7,1874-75,Worcester,MA,42.358562,-71.05833,Mechanics Pavillion,Lyceum Circuit,"Mendelssohn, Violin Concerto in E minor, Op. 64; Leclair, Violin Sonata in D major, Op.9 No.3 Tombeau, Sarabande et Tambourin ""Bird of the Forest""","Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",Worchester Lyceum and Natural History Association
11/6/1874,18,8,1874-75,St. Johnsbury,VT,44.433611,-72.015,St. Johnsbury Town Hall,Lyceum Circuit,"Mendelssohn, Violin Concerto in E minor, Op. 64; Leclair, Violin Sonata in D major, Op.9 No.3 Tombeau, Sarabande et Tambourin","Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",
11/9/1874,18,9,1874-75,Brattleboro,VT,42.850915,-72.557868,,Lyceum Circuit,,"Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",
11/10/1874,18,10,1874-75,Keene,NH,42.934303,-72.278078,Keene City Hall,Lyceum Circuit,,"Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",
11/12/1874,18,11,1874-75,Concord,NH,43.2062535,-71.539843,Phenix Hall,Lyceum Circuit,,"Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",
11/21/1874,18,12,1874-75,Jamestown,NY,42.096828,-79.238396,Jamestown Opera House,Lyceum Circuit,,"Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",
11/30/1874,18,13,1874-75,Steubenville,OH,40.369791,-80.633964,,Lyceum Circuit,,"Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",
12/1/1874,18,14,1874-75,Delaware,OH,40.298672,-83.067965,,Lyceum Circuit,,"Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",
12/9/1874,18,15,1874-75,Minneapolis,MN,44.979965,-93.263836,Minneapolis Academy of Music,Lyceum Circuit,"Home Sweet Home; Paganini, Carnival of Venice Op. 10;","Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",
12/11/1874,18,16,1874-75,Minneapolis,MN,44.979965,-93.263836,Minneapolis Academy of Music,Lyceum Circuit,,"Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",
12/14/1874,18,17,1874-75,Winona,MN,44.047889,-91.640439,Normal Hall,Lyceum Circuit,,"Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",
12/16/1874,18,18,1874-75,Madison,WI,43.073052,-89.40123,Hooley Opera House,Lyceum Circuit,,"Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",
12/17/1874,18,19,1874-75,Milwaukee,WI,43.038903,-87.906474,Milwaukee Grand Opera House,Lyceum Circuit,,"Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",
12/19/1874,18,20,1874-75,Milwaukee,WI,43.038903,-87.906474,Milwaukee Grand Opera House,Lyceum Circuit,,"Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",
12/21/1874,18,21,1874-75,Chicago,IL,41.878114,-87.629798,Farwell Hall,Lyceum Circuit,"Mendelssohn, Violin Concerto in E minor, Op. 64; Leclair, Violin Sonata in D major, Op.9 No.3 Tombeau, Sarabande et Tambourin; Urso, Last Rose of Summer","Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",Lakeside Lecture Course. Chicago Inter Ocean  notes over 1200 tickets sold in advance of the concert
12/22/1874,18,22,1874-75,Chicago,IL,41.878114,-87.629798,Farwell Hall,Lyceum Circuit,"Paganini, Witches Dance, Op. 8; Paganini, Carnival of Venice Op. 10;","Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",
12/31/1874,18,23,1874-75,Leavenworth,KS,39.311111,-94.922464,Leavenworth Opera House,Lyceum Circuit,,"Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",
1/1/1874,18,24,1874-75,Lincoln,NE,40.806862,-96.681679,,Lyceum Circuit,,"Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",Lincoln Lecture Association
1/2/1875,18,25,1874-75,Des Moines,IA,41.600545,-93.609106,Moore's Opera House,Lyceum Circuit,,"Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",
1/8/1875,18,26,1874-75,Sterling,IL,41.788642,-89.696219,,Lyceum Circuit,,"Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",
1/6/1875,18,27,1874-75,Davenport,IA,41.523644,-90.577637,Burtis Opera House,Lyceum Circuit,,"Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",
1/12/1875,18,28,1874-75,South Bend,IN,41.683381,-86.250007,,Lyceum Circuit,"Mendelssohn, Violin Concerto in E minor, Op. 64; Leclair, Violin Sonata in D major, Op.9 No.3 Tombeau, Sarabande et Tambourin; Carnival of Venice","Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",
1/14/1875,18,29,1874-75,Toledo,OH,41.663938,-83.555212,,Lyceum Circuit,,"Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",
1/19/1875,18,30,1874-75,Harrisburg,PA,41.36838,-82.107649,Harrisburg Opera House,Lyceum Circuit,,"Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",
1/20/1875,18,31,1874-75,Washington,DC,38.895112,-77.036366,,Lyceum Circuit,,"Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",
1/21/1875,18,32,1874-75,Pottsville,PA,40.685646,-76.195499,Union Hall,Lyceum Circuit,,"Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",
1/24/1875,18,33,1874-75,Williamsport,PA,41.24119,-77.001079,,Lyceum Circuit,,"Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",
1/26/1875,18,34,1874-75,Scranton,PA,41.408969,-75.662412,,Lyceum Circuit,,"Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",
2/2/1875,18,35,1874-75,Poughkeepsie,NY,41.700371,-73.92097,Oclling Opera House,Lyceum Circuit,,"Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",
2/3/1875,18,36,1874-75,Albany,NY,42.651934,-73.75477,Albany Music Hall,Lyceum Circuit,,"Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",
2/5/1875,18,37,1874-75,Burlington,VT,44.475883,-73.212072,Burlington City Hall,Lyceum Circuit,,"Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",Burlington Harmonic Society
2/10/1875,18,38,1874-75,Providence,RI,41.824286,-71.41254,,Lyceum Circuit,,"Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",
3/29/1875,18,39,1874-75,Portsmouth,NH,43.0702162,-70.754682,The Temple,Lyceum Circuit,,"Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",
4/6/1875,18,40,1874-75,Fitchburg,MA,42.583423,-71.802296,Fitchburg City Hall,Lyceum Circuit,,"Louise Oliver, Clara Poole, J.C. Bartlett, Gaston Gottschalk, August Sauret",
4/10/1875,18,41,1874-75,Waltham,MA,42.376485,-71.235611,,Lyceum Circuit,,"Louise Oliver, Eugene Clark, J.R. Thomas, Auguste Sauret",
4/13/1875,18,42,1874-75,Hartford,CT,41.763711,-72.685093,Franklin Hall,Lyceum Circuit,,,
4/20/1875,18,43,1874-75,Middleboro,MA,41.8860228,-70.917199,Middleboro Town Hall,Lyceum Circuit,"Mendelssohn, Violin Concerto in E minor, Op. 64; Leclair, Violin Sonata in D major, Op.9 No.3 Tombeau, Sarabande et Tambourin","Clara Kathleen Rogers, William H. Fessenden, J.F. Rudolphson, Auguste Saruet",
4/21/1875,18,44,1874-75,Providence,RI,41.824286,-71.41254,Providence Town Hall,Lyceum Circuit,,,
4/22/1875,18,45,1874-75,Brookline,MA,42.333578,-71.120696,Brookline Town Hall,Lyceum Circuit,,"Louise Oliver, Eugene Clark, J.R. Thomas, Auguste Sauret",Brookline Star Concert Course
4/26/1875,18,46,1874-75,Augusta,ME,44.310624,-69.77949,,Lyceum Circuit,,"Louise Oliver, Eugene Clark, J.R. Thomas, Auguste Sauret",
5/9/1875,18,47,1874-75,Kokomo,IN,40.486427,-86.133603,,Lyceum Circuit,,"Louise Oliver, Eugene Clark, J.R. Thomas, Auguste Sauret",
5/22/1875,18,48,1874-75,Rutland,VT,43.610624,-72.972607,Rutland Town Hall,Lyceum Circuit,,"Louise Oliver, Eugene Clark, J.R. Thomas, Auguste Sauret",
5/24/1875,18,49,1874-75,Middlebury,VT,44.015329,-73.167351,Academy Hall,Lyceum Circuit,,"Louise Oliver, Eugene Clark, J.R. Thomas, Auguste Sauret",
5/26/1875,18,50,1874-75,Saint Albans,VT,44.793182,-73.082405,Academy Hall,Lyceum Circuit,,"Louise Oliver, Eugene Clark, J.R. Thomas, Auguste Sauret",
5/28/1875,18,51,1874-75,Montpelier,VT,44.260059,-72.575387,Villiage Hall,Lyceum Circuit,,"Louise Oliver, Eugene Clark, J.R. Thomas, Auguste Sauret",
10/5/1875,19,1,1875-76,Hartford,CT,41.763711,-72.685093,Roberts Opera House,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
10/6/1875,19,2,1875-76,Norwich,CT,41.52592,-72.076096,,Lyceum Circuit,"Ernst, Rondo Papageno; Spohr, Polonaise","Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
10/7/1875,19,3,1875-76,Middletown,CT,41.445927,-74.422934,McDonough Hall,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
10/14/1875,19,4,1875-76,Albany,NY,42.651934,-73.75477,Tweddle Hall,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
10/18/1875,19,5,1875-76,Auburn,NY,42.930194,-76.566018,Auburn Opera House,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
10/30/1875,19,6,1875-76,Xenia,OH,39.686369,-83.929548,Xenia City Hal,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
11/1/1875,19,7,1875-76,Lafayette,IN,40.418221,-86.890976,,Lyceum Circuit,"Spohr, Polonaise; Ernst, Rondo Papageno Op. 20","Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
11/2/1875,19,8,1875-76,Champaign,IL,40.11642,-88.243383,,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
11/3/1875,19,9,1875-76,Decatur,IL,39.840315,-88.9548,Decatur Opera House,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
11/10/1875,19,10,1875-76,Davenport,IA,41.523644,-90.577637,Burtis Opera House,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
11/12/1875,19,11,1875-76,Sterling,IL,41.788807,-89.691736,Wallace Opera House,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
11/16/1875,19,12,1875-76,Chicago,IL,41.878114,-87.629798,Farwell Hall,Lyceum Circuit,"Spohr, Polonaise; Ernst, Rondo Papageno Op. 20; Urso, Last Rose of Summer","Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",Lakeside Lecture Course
11/20/1875,19,13,1875-76,Cincinnati,OH,39.103118,-84.51202,Music Hall,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
11/22/1875,19,14,1875-76,Elyria,OH,41.36838,-82.107649,,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
11/27/1875,19,15,1875-76,Jamestown,NY,42.096828,-79.238396,,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
12/1/1875,19,16,1875-76,Buffalo,NY,42.886447,-78.878369,Buffalo YMCA,Lyceum Circuit,"Spohr, Polonaise; Ernst, Rondo Papageno Op. 20","Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
12/6/1875,19,17,1875-76,Scranton,PA,41.408969,-75.662412,Scranton Opera House,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
12/7/1875,19,18,1875-76,Wilkes Barre,PA,41.245915,-75.881308,,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
12/9/1875,19,19,1875-76,Lancaster,PA,40.037876,-76.305514,Fulton Opera House,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
12/10/1875,19,20,1875-76,Reading,PA,40.335648,-75.926875,,Lyceum Circuit,,"Clara Poole, Auguste Sauret, J.C. Bartlett, Louise Oliver, Gaston Gottschalk",
